NCESID,NAME,ADDRESS,CITY,STATE,COUNTY
1511717,ST PAUL LUTHERAN SCHOOL,1919 WYATT AVE,STEVENS POINT,WI,PORTAGE
1509843,PACELLI CATHOLIC MIDDLE SCHOOL,708 1ST ST,STEVENS POINT,WI,PORTAGE
1506525,ST RITA CATHOLIC SCHOOL,4433 DOUGLAS AVE,RACINE,WI,RACINE
1509854,ST STANISLAUS SCHOOL,2150 HIGH ST,STEVENS POINT,WI,PORTAGE
1509865,ST STEPHEN ELEMENTARY SCHOOL,1335 CLARK ST,STEVENS POINT,WI,PORTAGE
1506172,ST THOMAS AQUINAS SCHOOL,302 S 2ND ST,WATERFORD,WI,RACINE
AA890998,STEVENS POINT CHRISTIAN ACADEMY,801 COUNTY ROAD HH,STEVENS POINT,WI,PORTAGE
1512095,TRINITY LUTHERAN SCHOOL,10729 W FREISTADT RD,MEQUON,WI,OZAUKEE
1512619,TRINITY LUTHERAN SCHOOL,7900 NICHOLSON RD,CALEDONIA,WI,RACINE
1511433,TRINITY LUTHERAN SCHOOL,2065 GENEVA ST,RACINE,WI,RACINE
A0303401,VALLEY CHRISTIAN SCHOOL,933A 248TH ST,OSCEOLA,WI,POLK
1513496,WISCONSIN LUTHERAN SCHOOL,734 VILLA ST,RACINE,WI,RACINE
1512109,BETHLEHEM LUTHERAN SCHOOL,1121 GEORGIA AVE,SHEBOYGAN,WI,SHEBOYGAN
A0110243,CHRIST CHILD ACADEMY,2722 HENRY ST,SHEBOYGAN,WI,SHEBOYGAN
A9106902,DEER VIEW SCHOOL,N3890 VALLEY RD,BONDUEL,WI,SHAWANO
2068952,FAITH CHRISTIAN ACADEMY,1223 KRUMREY ST,PLYMOUTH,WI,SHEBOYGAN
A9106945,NORTHERN LIGHTS CHRISTIAN ACADEMY,15733 W COUNTY ROAD B,HAYWARD,WI,SAWYER
1514412,NORTHWOODS MENNONITE SCHOOL,14547 W COUNTY ROAD K,HAYWARD,WI,SAWYER
1513179,OOSTBURG CHRISTIAN SCHOOL,22 S. 6TH ST,OOSTBURG,WI,SHEBOYGAN
1511025,OUR LADY OF SORROWS SCHOOL,105 WASHINGTON AVE,LADYSMITH,WI,RUSK
A9708389,ROCK PRAIRIE MONTESSORI,5246 E ROTAMER RD,JANESVILLE,WI,ROCK
1510473,SACRED HEART CATHOLIC SCHOOL,545 N OAK ST,REEDSBURG,WI,SAUK
1509297,SACRED HEART CATHOLIC SCHOOL,124 E CENTER ST,SHAWANO,WI,SHAWANO
1933579,SHEBOYGAN AREA LUTHERAN HIGH SCHOOL,3323 UNIVERSITY DR,SHEBOYGAN,WI,SHEBOYGAN
1513248,SHEBOYGAN CHRISTIAN SCHOOL,418 GEELE AVE,SHEBOYGAN,WI,SHEBOYGAN
1513237,SHEBOYGAN COUNTY CHRISTIAN HIGH SCHOOL,929 GREENFIELD AVE,SHEBOYGAN,WI,SHEBOYGAN
A0303392,SHILOH CHRISTIAN SCHOOL,W7385 COUNTY RD. I,CONRATH,WI,RUSK
A9504559,ST ANNE'S SCHOOL,140 CHURCH HILL RD,SOMERSET,WI,ST. CROIX
1511116,ST BRIDGET PARISH SCHOOL,135 E DIVISION ST,RIVER FALLS,WI,ST. CROIX
1511149,ST FRANCIS SOLANUS SCHOOL,13885 W MISSION RD,STONE LAKE,WI,SAWYER
1511557,ST JAMES LUTHERAN SCHOOL,324 S ANDREWS ST,SHAWANO,WI,SHAWANO
1512186,ST JOHN LUTHERAN SCHOOL,222 N. STAFFORD,PLYMOUTH,WI,SHEBOYGAN
1512175,ST JOHN LUTHERAN SCHOOL,W5407 COUNTY ROAD SS,RANDOM LAKE,WI,SHEBOYGAN
1510495,ST JOHN THE EVANGELIST SCHOOL,209 N. WASHINGTON ST.,SPRING GREEN,WI,SAUK
1510768,ST JOHN VIANNEY SCHOOL,1250 E RACINE ST,JANESVILLE,WI,ROCK
1515289,ST JOHN'S LUTHERAN SCHOOL,515 5TH ST,BARABOO,WI,SAUK
1510961,ST JOSEPH CATHOLIC SCHOOL,310 2ND ST,BARABOO,WI,SAUK
1510407,ST LUKE ELEMENTARY SCHOOL,1290 NACHREINER AVE,PLAIN,WI,SAUK
1511058,ST MARY  SCHOOL,257 S WASHINGTON AVE,NEW RICHMOND,WI,ST. CROIX
1510757,ST MARY ELEMENTARY SCHOOL,307 E WALL ST,JANESVILLE,WI,ROCK
1509719,ST MARY OF THE ASSUMPTION SCHOOL,155 W 5TH ST,RICHLAND CENTER,WI,RICHLAND
1513485,ST MATTHEWS LUTHERAN SCHOOL,709 MILTON AVE,JANESVILLE,WI,ROCK
1510746,ST PATRICK SCHOOL,305 LINCOLN ST,JANESVILLE,WI,ROCK
1511014,ST PATRICK SCHOOL,403 SAINT CROIX ST,HUDSON,WI,ST. CROIX
1512164,ST PAUL LUTHERAN SCHOOL,1819 N 13TH ST,SHEBOYGAN,WI,SHEBOYGAN
1511513,ST PAUL LUTHERAN SCHOOL,240 E. GREEN BAY STREET,BONDUEL,WI,SHAWANO
1512572,ST PAULS LUTHERAN SCHOOL,441 MILLERSVILLE AVE,HOWARDS GROVE,WI,SHEBOYGAN
1511477,ST PAULS LUTHERAN SCHOOL,210 S RINGOLD ST,JANESVILLE,WI,ROCK
1511499,ST PETER'S LUTHERAN SCHOOL,345 N PINE ST,REEDSBURG,WI,SAUK
1510735,ST WILLIAM CATHOLIC SCHOOL,1822 RAVINE ST,JANESVILLE,WI,ROCK
1512153,TRINITY LUTHERAN SCHOOL,824 WISCONSIN AVE,SHEBOYGAN,WI,SHEBOYGAN
1514161,VISIONS JUNIOR SENIOR HIGH SCHOOL,W18105 HEMLOCK RD,WITTENBERG,WI,SHAWANO
1513678,BEREAN CHRISTIAN SCHOOL,N20601 US HIGHWAY 53,GALESVILLE,WI,TREMPEALEAU
1513791,CHRIST LUTHERAN SCHOOL,201 N 3RD ST,EAGLE RIVER,WI,VILAS
A0303359,CONSERVE SCHOOL,5400 N BLACK OAK LAKE RD,LAND O'LAKES,WI,VILAS
1513849,DAVIDS STAR EVANGELICAL LUTHERAN SCHOOL,2750 DAVIDS STAR DR,JACKSON,WI,WASHINGTON
1513226,DELAVAN CHRISTIAN SCHOOL,848 OAK ST,DELAVAN,WI,WALWORTH
1933502,FAITH CHRISTIAN SCHOOL,W5525 STATE HWY 67,WILLIAMS BAY,WI,WALWORTH
1933706,FIRST LUTHERAN SCHOOL,415 DEVENDORF ST,ELKHORN,WI,WALWORTH
1514015,FIRST LUTHERAN SCHOOL,1101 LOGAN ST,LAKE GENEVA,WI,WALWORTH
2069027,GOOD SHEPHERD LUTHERAN SCHOOL,1936 EMERY ST,EAST TROY,WI,WALWORTH
A9504499,GREEN MEADOW SCHOOL,WREN DR,CURTISS,WI,TAYLOR
1510098,HOLY FAMILY CATHOLIC SCHOOL,532 MC KINLEY ST,ARCADIA,WI,TREMPEALEAU
1511036,HOLY ROSARY SCHOOL,215 S WASHINGTON AVE,MEDFORD,WI,TAYLOR
1512131,IMMANUEL LUTHERAN SCHOOL,1626 ILLINOIS AVE,SHEBOYGAN,WI,SHEBOYGAN
1515416,IMMANUEL LUTHERAN SCHOOL,420 LINCOLN ST,MEDFORD,WI,TAYLOR
A9703665,KETTLE MORAINE BAPTIST ACADEMY,505 S WISCONSIN ST,WHITEWATER,WI,WALWORTH
A0503747,LARKIN VALLEY AMISH SCHOOL,W13675 FLY CREEK RD,BLAIR,WI,TREMPEALEAU
A0303378,LIVING WORD LUTHERAN HIGH SCHOOL,2230 LIVING WORD LN,JACKSON,WI,WASHINGTON
A9106940,MOUNT ZION CHRISTIAN SCHOOL,2330 HIGHWAY 120,LAKE GENEVA,WI,WALWORTH
A0303383,NATURES CLASSROOM MONTESSORI SCHOOL,W1802 COUNTY ROAD J,MUKWONAGO,WI,WALWORTH
AA001108,OUR REDEEMER LUTHERAN SCHOOL,416 W GENEVA ST,DELAVAN,WI,WALWORTH
A0503719,PINE CREEK SCHOOL,W13675 FLY CREEK RD,BLAIR,WI,TREMPEALEAU
A9703688,PINEHILL AMISH SCHOOL,W13675 FLY CREEK RD,BLAIR,WI,TREMPEALEAU
A9106982,SOUTH CLINTON SCHOOL,S609 COUNTY ROAD D,CASHTON,WI,VERNON
1509399,SS PETER & PAUL ELEMENTARY SCHOOL,36100 OSSEO RD,INDEPENDENCE,WI,TREMPEALEAU
1505816,ST ANDREW PARISH SCHOOL,115 S 7TH ST,DELAVAN,WI,WALWORTH
A9504574,ST AUGUSTINE SCHOOL,1810 COUNTY ROAD CC,HARTFORD,WI,WASHINGTON
1510065,ST CHARLES ELEMENTARY SCHOOL,707 EAGLE ST,GENOA,WI,VERNON
1507336,ST FRANCIS DE SALES PARISH SCHOOL,130 W MAIN ST,LAKE GENEVA,WI,WALWORTH
1511138,ST FRANCIS DE SALES SCHOOL,300 OAK ST,SPOONER,WI,WASHBURN
1507198,ST GABRIEL ELEMENTARY SCHOOL,3733 HUBERTUS RD,HUBERTUS,WI,WASHINGTON
1506387,ST MARY SCHOOL,415 ROOSEVELT DR,WEST BEND,WI,WASHINGTON
A9106989,ST MATTHEWS LUTHERAN SCHOOL,303 N. MAIN ST.,STODDARD,WI,VERNON
1514795,ST PAULS LUTHERAN SCHOOL,2665 NORTH ST,EAST TROY,WI,WALWORTH
1507857,ST PETER ELEMENTARY SCHOOL,206 E WASHINGTON ST,SLINGER,WI,WASHINGTON
1505791,ST PETER ELEMENTARY SCHOOL,3001 ELM ST,EAST TROY,WI,WALWORTH
A9106993,SUGAR GROVE SCHOOL,52185 CTY. RD. D,WESTBY,WI,VERNON
A0303355,SUNBEAM SPECIAL SCHOOL,S629 DELL RD,CASHTON,WI,VERNON
A9304221,TRICENTER ALTERNATIVE SCHOOL,801 E WASHINGTON ST.,WEST BEND,WI,WASHINGTON
A0503706,WOODS RIDGE SCHOOL,1410 WOODS RIDGE RD.,CASHTON,WI,VERNON
A9703709,YOUTH INITIATIVE HIGH SCHOOL,500 E JEFFERSON ST 302,VIROQUA,WI,VERNON
A0700569,LIGHTHOUSE CHRISTIAN SCHOOL WESTSIDE,6800 W 5TH ST,JACKSONVILLE,FL,DUVAL
1507325,HOLY TRINITY CATHOLIC SCHOOL,305 MAIN ST BOX 464,KEWASKUM,WI,WASHINGTON
A0700597,NEW ALADDIN LEARNING CENTER,5918 W 16TH AVE,HIALEAH,FL,MIAMI-DADE
A0700776,THE LIONHEART SCHOOL,225 ROSWELL ST,ALPHARETTA,GA,FULTON
2025511,CALVARY BAPTIST ACADEMY,1028 W CLOVERDALE RD,CHILLICOTHE,IL,PEORIA
2069129,HOLY TRINITY EVANGELICAL LUTHERAN SCHOOL,N50W35181 WISCONSIN AVENUE,OKAUCHEE,WI,WAUKESHA
2024777,LA SALLE PERU CHRISTIAN SCHOOL,200 24TH ST,LA SALLE,IL,LASALLE
1512528,KETTLE MORAINE LUTHERAN HIGH SCHOOL,3399 DIVISION RD,JACKSON,WI,WASHINGTON
A0110261,LAKE COUNTRY LUTHERAN HIGH SCHOOL,401 CAMPUS DR,HARTLAND,WI,WAUKESHA
A0503739,LAKE COUNTRY MONTESSORI,625 WALNUT RIDGE DR,HARTLAND,WI,WAUKESHA
A9504542,MONTESSORI SCHOOL OF WAUKESHA,2600 SUMMIT AVE,WAUKESHA,WI,WAUKESHA
A9703675,MORNING STAR LUTHERAN SCHOOL,N171W20131 HIGHLAND RD,JACKSON,WI,WASHINGTON
A0110273,MUKWONAGO BAPTIST ACADEMY,1610 HONEYWELL RD,MUKWONAGO,WI,WALWORTH
A9703686,PEACE LUTHERAN ACADEMY,W240N6145 MAPLE AVE,SUSSEX,WI,WAUKESHA
1514467,PEACE LUTHERAN SCHOOL,1025 PEACE LUTHERAN DR,HARTFORD,WI,WASHINGTON
1515121,PILGRIM LUTHERAN SCHOOL,W156N5429 BETTE DR,MENOMONEE FALLS,WI,WAUKESHA
1637977,ST AGNES SCHOOL,12801 W FAIRMOUNT AVE,BUTLER,WI,WAUKESHA
1507019,ST ANTHONY ON THE LAKE,W280N2101 PROSPECT AVE,PEWAUKEE,WI,WAUKESHA
1507369,ST ANTHONY SCHOOL,N74W13646 APPLETON AVE,MENOMONEE FALLS,WI,WAUKESHA
1507176,ST CHARLES PARISH SCHOOL,526 RENSON RD,HARTLAND,WI,WAUKESHA
1505962,ST DOMINIC ELEMENTARY SCHOOL,18105 W CAPITOL DR,BROOKFIELD,WI,WAUKESHA
1506376,ST FRANCES CABRINI SCHOOL,529 HAWTHORN DR,WEST BEND,WI,WASHINGTON
1507008,ST JEROME PARISH SCHOOL,1001 S SILVER LAKE ST,OCONOMOWOC,WI,WAUKESHA
1637988,ST JOAN OF ARC PARISH SCHOOL,120 NASHOTAH RD,NASHOTAH,WI,WAUKESHA
1512073,ST JOHN'S LUTHERAN SCHOOL,899 S 6TH AVE,WEST BEND,WI,WASHINGTON
1514693,ST JOHNS EVANGELICAL LUTHERAN SCHOOL,410 COUNTY ROAD NN,MUKWONAGO,WI,WAUKESHA
1513011,ST JOHNS LUTHERAN SCHOOL,20813 W FOREST VIEW DR,LANNON,WI,WAUKESHA
1515096,ST JOHNS LUTHERAN SCHOOL,623 CONGRESS ST,NEWBURG,WI,WASHINGTON
1505973,ST JOSEPH ELEMENTARY SCHOOL,S89W22650 MILWAUKEE AVE,BIG BEND,WI,WAUKESHA
1507165,ST KILIAN SCHOOL,245 HIGH ST,HARTFORD,WI,WASHINGTON
1506933,ST LEONARD SCHOOL,W173S7777 WESTWOOD DR,MUSKEGO,WI,WAUKESHA
1515766,ST LUCAS GRADE SCHOOL,14 PARKVIEW DR,KEWASKUM,WI,WASHINGTON
1512142,ST PAUL'S EVANGELICAL LUTHERAN SCHOOL,210 E PLEASANT ST,OCONOMOWOC,WI,WAUKESHA
1512608,TRINITY LUTHERAN SCHOOL,1268 PLEASANT VALLEY RD,WEST BEND,WI,WASHINGTON
2165016,UNIVERSITY LAKE SCHOOL,4024 NAGAWICKA ROAD,HARTLAND,WI,WAUKESHA
A9504565,WAUKESHA CATHOLIC SCHOOL,221 S HARTWELL AVE,WAUKESHA,WI,WAUKESHA
1515868,ZION LUTHERAN SCHOOL,1023 E CAPITOL DR,HARTLAND,WI,WAUKESHA
1463953,PEACEFUL VALLEY CHRISTIAN SCHOOL,32051-D HIGHWAY 97 NORTH,TONASKET,WA,OKANOGAN
1506456,CATHOLIC MEMORIAL HIGH SCHOOL,601 E COLLEGE AVE,WAUKESHA,WI,WAUKESHA
1511794,CHRIST LUTHERAN SCHOOL,N6412 STATE ROAD 49,WEYAUWEGA,WI,WAUSHARA
2069173,DIVINE REDEEMER LUTHERAN SCHOOL,31385 HILL ST,HARTLAND,WI,WAUKESHA
1512062,ELM GROVE LUTHERAN SCHOOL,945 TERRACE DR,ELM GROVE,WI,WAUKESHA
A0110252,FAITH CHRISTIAN ACADEMY,514 W ELM STREET,WAUTOMA,WI,WAUSHARA
AA000519,FALLS BAPTIST ACADEMY,N69W12703 APPLETON AVE,MENOMONEE FALLS,WI,WAUKESHA
1514004,FIRST BAPTIST CHRISTIAN SCHOOL,1500 ROMAN RD,WAUPACA,WI,WAUPACA
A0503722,GRACE LUTHERAN SCHOOL,913 NEBRASKA ST,OSHKOSH,WI,WINNEBAGO
1506944,HOLY APOSTLES SCHOOL,3875 S 159TH ST,NEW BERLIN,WI,WAUKESHA
A9703697,LOURDES ACADEMY MIDDLE SCHOOL,110 N SAWYER ST,OSHKOSH,WI,WINNEBAGO
1508963,LOURDES ACADEMY-SETON,1207 OREGON ST,OSHKOSH,WI,WINNEBAGO
1509093,LOURDES ACADEMY-ST. FRANCES CABRINI CAMPUS,619 MERRITT AVE,OSHKOSH,WI,WINNEBAGO
A9301056,MARTIN LUTHER LUTHERAN SCHOOL,1526 ALGOMA BLVD,OSHKOSH,WI,WINNEBAGO
1514285,MARTIN LUTHER LUTHERAN SCHOOL,807 ADAMS ST,NEENAH,WI,WINNEBAGO
1508114,MOST PRECIOUS BLOOD,120 E WASHINGTON ST,NEW LONDON,WI,WAUPACA
1514376,MOUNT CALVARY LUTHERAN SCHOOL,1941 MADISON ST,WAUKESHA,WI,WAUKESHA
K9306487,NEW HOPE CHRISTIAN SCHOOL,1850 AMERICAN DR,NEENAH,WI,WINNEBAGO
A9106960,PRAIRIE HILL WALDORF SCHOOL,N14W29143 SILVERNAIL RD,PEWAUKEE,WI,WAUKESHA
1507041,QUEEN OF APOSTLES ELEMENTARY SCHOOL,449 W WISCONSIN AVE,PEWAUKEE,WI,WAUKESHA
1509275,ST MARY CATHOLIC MIDDLE SCHOOL,1000 ZEPHYR DR,NEENAH,WI,WINNEBAGO
A9106977,SHADY PINE SCHOOL,N596 COUNTY ROAD JJ,COLOMA,WI,WAUSHARA
1509264,ST GABRIEL ELEMENTARY SCHOOL,900 GEIGER ST,NEENAH,WI,WINNEBAGO
A9106985,ST JOHN VIANNEY SCHOOL,17500 GEBHARDT RD,BROOKFIELD,WI,WAUKESHA
1515518,ST JOHN'S LUTHERAN SCHOOL,N6199 37TH AVE,FREMONT,WI,WAUSHARA
1511772,ST MARTIN LUTHERAN SCHOOL,100 S CLINTON AVE,CLINTONVILLE,WI,WAUPACA
1509162,ST MARY ELEMENTARY SCHOOL,540 2ND ST,MENASHA,WI,WINNEBAGO
1511783,ST PAUL LUTHERAN SCHOOL,750 DEPOT ST,MANAWA,WI,WAUPACA
1505667,ST PAUL SCHOOL,S 38 W 31602 HWY D,GENESEE DEPOT,WI,WAUKESHA
1513259,ST PAULS EVANGELICAL LUTHERAN SCHOOL,311 14TH AVE S,WISCONSIN RAPIDS,WI,WOOD
1512299,ST PAULS LUTHERAN SCHOOL,S66W14325 JANESVILLE RD,MUSKEGO,WI,WAUKESHA
A9106992,STARR ACADEMY,E7475 RAWHIDE RD,NEW LONDON,WI,WAUPACA
2069184,TOMORROW'S CHILDREN,N3066 TOMORROWS LANE,WAUPACA,WI,WAUPACA
1513598,TRINITY LUTHERAN SCHOOL,1060 WHITEROCK AVE,WAUKESHA,WI,WAUKESHA
1514886,TRINITY LUTHERAN SCHOOL,9529 STATE HIGHWAY 80,MARSHFIELD,WI,WOOD
1511739,TRINITY LUTHERAN SCHOOL,819 SCHOOL AVE,OSHKOSH,WI,WINNEBAGO
1513372,TRINITY LUTHERAN SCHOOL,410 OAK ST,NEENAH,WI,WINNEBAGO
2069195,VALLEY CHRISTIAN SCHOOL,3450 VINLAND ST,OSHKOSH,WI,WINNEBAGO
1612566,WAUKESHA CHRISTIAN ACADEMY,W271S2470 MERRILL HILLS RD,WAUKESHA,WI,WAUKESHA
1511921,ZION EVANGELICAL LUTHERAN SCHOOL,N48W18700 LISBON RD,MENOMONEE FALLS,WI,WAUKESHA
A0700065,CLEARVIEW CHRISTIAN ACADEMY,10 GOSPEL RD,HEBER SPRINGS,AR,CLEBURNE
K9500631,FIRST UMC WEEKDAY SCHOOL,320 NORTH 15TH STREET,FORT SMITH,AR,SEBASTIAN
A9100239,HARRISON SEVENTH-DAY ADVENTIST SCHOOL,4877 HIGHWAY 392 W,HARRISON,AR,BOONE
A0509202,NEW BEGINNING CHRISTIAN ACADEMY,132 PATIENCE LN,HOT SPRINGS,AR,GARLAND
846981,BISHOP GORMAN HIGH SCHOOL,5959 S HUALAPAI WAY,LAS VEGAS,NV,CLARK
1509967,ASSUMPTION HIGH SCHOOL,445 CHESTNUT ST,WISCONSIN RAPIDS,WI,WOOD
A0110235,ASSUMPTION MIDDLE SCHOOL,440 MEAD ST,WISCONSIN RAPIDS,WI,WOOD
1515391,BETHEL JUNIOR ACADEMY,8054 BETHEL RD,ARPIN,WI,WOOD
A0303356,COLUMBUS CATHOLIC MIDDLE & HIGH SCHOOL,710 S COLUMBUS AVE,MARSHFIELD,WI,WOOD
A0740157,GOOD SHEPHERD EVANGELICAL LUTHERAN SCHOOL,10611 STATE HIGHWAY 13 S,WISCONSIN RAPIDS,WI,WOOD
1511681,IMMANUEL LUTHERAN SCHOOL,604 S CHESTNUT AVE,MARSHFIELD,WI,WOOD
1511728,IMMANUEL LUTHERAN SCHOOL,111 11TH ST N,WISCONSIN RAPIDS,WI,WOOD
1509978,OUR LADY QUEEN OF HEAVEN ELEMENTARY SCHOOL,750 10TH AVE S,WISCONSIN RAPIDS,WI,WOOD
1509548,ST JOHN PRIMARY SCHOOL,307 N WALNUT AVE,MARSHFIELD,WI,WOOD
1510032,ST VINCENT DE PAUL SCHOOL,831 12TH ST S,WISCONSIN RAPIDS,WI,WOOD
A0503768,BIG HORN BASIN CHILDREN'S CENTER,250 E. ARAPAHOE,THERMOPOLIS,WY,HOT SPRINGS
A9904560,DESTINY CHRISTIAN ACADEMY,215 E 8TH ST,CHEYENNE,WY,LARAMIE
2069286,HERITAGE CHRISTIAN SCHOOL,510 WALL STREET CT,GILLETTE,WY,CAMPBELL
1548237,HOLY NAME CATHOLIC SCHOOL,121 S CONNOR ST,SHERIDAN,WY,SHERIDAN
1548248,HOLY SPIRIT CATHOLIC SCHOOL,210 A ST,ROCK SPRINGS,WY,SWEETWATER
A0702503,JOHN PAUL II CATHOLIC SCHOOL AT ST MATTHEW'S,1000 BUTLER SPAETH RD,GILLETTE,WY,CAMPBELL
1548521,LAURA E MASON CHRISTIAN ACADEMY,723 STOREY BLVD,CHEYENNE,WY,LARAMIE
A0508465,LEARNING TREE CHRISTIAN SCHOOL,820 W FETTERMAN ST,BUFFALO,WY,JOHNSON
A0503777,MARTIN LUTHER GRAMMAR SCHOOL,1325 BURTON ST,SHERIDAN,WA,SHERIDAN
A9504584,MONTESSORI SCHOOL OF CASPER,417 ELM ST,CASPER,WY,NATRONA
K9500628,MONTESSORI SCHOOL OF CHEYENNE,5401 YELLOWSTONE RD,CHEYENNE,WY,LARAMIE
K9306530,MOUNT HOPE LUTHERAN SCHOOL,2300 S HICKORY ST,CASPER,WY,NATRONA
1548587,MOUNTAIN ROAD CHRISTIAN ACADEMY,2657 CASPER MOUNTAIN RD,CASPER,WY,NATRONA
A9301069,NOAH WEBSTER CHRISTIAN SCHOOL,3411 CLEVELAND AVE,CHEYENNE,WY,LARAMIE
A9504585,NORMATIVE SERVICES,5 LANE LN,SHERIDAN,WY,SHERIDAN
A0110320,PARK CHRISTIAN SCHOOLS,801 GERRANS AVE,CODY,WY,PARK
A9704648,SMART START ACADEMY,1014 N 8TH ST W,RIVERTON,WY,FREMONT
A9304021,ST JOSEPH'S CHILDREN'S HOME,1419 MAIN STREET,TORRINGTON,WY,GOSHEN
1548292,ST LAURENCE SCHOOL,608 S 4TH ST,LARAMIE,WY,ALBANY
1548259,ST MARGARET CATHOLIC SCHOOL,220 N 7TH ST E,RIVERTON,WY,FREMONT
1932735,ST MARY S SCHOOL,2200 ONEIL AVE,CHEYENNE,WY,LARAMIE
1548372,TRINITY LUTHERAN SCHOOL,1111 E 22ND ST,CHEYENNE,WY,LARAMIE
A9304013,TRINITY LUTHERAN SCHOOL,419 E PARK AVE,RIVERTON,WY,FREMONT
1616039,VALLEY CHRISTIAN SCHOOL,2441 E E ST,TORRINGTON,WY,GOSHEN
A0110327,WORLAND ADVENTIST CHRISTIAN SCHOOL,660 S 17TH ST,WORLAND,WY,WASHAKIE
01933,GLEN IRIS BAPTIST SCHOOL,1137 10TH PL S,BIRMINGHAM,AL,JEFFERSON
48257,CALVARY CHRISTIAN SCHOOL,1611 N WASHINGTON ST,FORREST CITY,AR,ST. FRANCIS
70704,BELLARMINE-JEFFERSON HIGH SCHOOL,465 E OLIVE AVE,BURBANK,CA,LOS ANGELES
84047,BENTLEY SCHOOL,1 HILLER DR,OAKLAND,CA,ALAMEDA
95139,ESCONDIDO ADVENTIST ACADEMY,1301 DEODAR RD,ESCONDIDO,CA,SAN DIEGO
93142,FAITH BAPTIST SCHOOLS,7644 FARRALONE AVE,CANOGA PARK,CA,LOS ANGELES
89952,HERITAGE CHRISTIAN SCHOOLS,2401 BERNARD ST,BAKERSFIELD,CA,KERN
87875,LONGVIEW MENNONITE SCHOOL,12725 LONGVIEW AVE,LIVINGSTON,CA,MERCED
73498,MERCY HIGH SCHOOL,2750 ADELINE DR,BURLINGAME,CA,SAN MATEO
88711,MONTESSORI SCHOOL OF SAN DIEGO,1323 W SPRUCE ST,SAN DIEGO,CA,SAN DIEGO
76386,MOUNT ST MARYS ACADEMY,400 S CHURCH ST,GRASS VALLEY,CA,NEVADA
75407,OUR LADY OF GUADALUPE SCHOOL,920 W LA HABRA BLVD,LA HABRA,CA,ORANGE
69302,OUR LADY OF LOURDES SCHOOL,18437 SUPERIOR ST,NORTHRIDGE,CA,LOS ANGELES
69583,OUR LADY OF MOUNT CARMEL SCHOOL,530 HOT SPRINGS RD,SANTA BARBARA,CA,SANTA BARBARA
75735,ST CATHERINE OF SIENA PARISH SCHOOL,30516 COAST HWY,LAGUNA BEACH,CA,ORANGE
70045,ST CATHERINE OF SIENA SCHOOL,18125 SHERMAN WAY,RESEDA,CA,LOS ANGELES
77652,ST FRANCIS SOLANO SCHOOL,342 W NAPA ST,SONOMA,CA,SONOMA
69925,ST JANE FRANCES DE CHANTAL,12950 HAMLIN ST,NORTH HOLLYWOOD,CA,LOS ANGELES
77561,ST JOHN THE BAPTIST CATHOLIC SCHOOL,217 FITCH ST,HEALDSBURG,CA,SONOMA
71796,ST PHILIP THE APOSTLE SCHOOL,1363 CORDOVA ST,PASADENA,CA,LOS ANGELES
76579,ST THOMAS THE APOSTLE SCHOOL,9136 MAGNOLIA AVE,RIVERSIDE,CA,RIVERSIDE
88686,TURNING POINT SCHOOL,8780 NATIONAL BLVD,CULVER CITY,CA,LOS ANGELES
92058,WINDWARD SCHOOL,11350 PALMS BLVD,LOS ANGELES,CA,LOS ANGELES
208097,HOLY FAMILY HIGH SCHOOL,5195 W 144TH AVE,BROOMFIELD,CO,BROOMFIELD
208483,ST JOHN THE BAPTIST CATHOLIC SCHOOL,350 EMERY ST,LONGMONT,CO,BOULDER
249646,URSULINE ACADEMY (PK-12),1106 PENNSYLVANIA AVE,WILMINGTON,DE,NEW CASTLE
260091,HIGHLANDS CHRISTIAN ACADEMY,4210 LAKELAND HIGHLANDS RD,LAKELAND,FL,POLK
265431,VANNE ACADEMY,400 NW 112 AVENUE,MIAMI,FL,MIAMI-DADE
264926,VICTORY CHRISTIAN ACADEMY,10613 LEM TURNER RD,JACKSONVILLE,FL,DUVAL
A9902784,MERRYHILL ELEMENTARY SCHOOL - DURANGO,5055 S DURANGO DR,LAS VEGAS,NV,CLARK
A0792040,MOUNTAIN HEIGHTS MONTESSORI,3412 S DECATUR BLVD,LAS VEGAS,NV,CLARK
1924112,ABC PRESCHOOL REDEEMER LUTHERAN ELEMENTARY SCHOOL,1730 N PECOS RD,LAS VEGAS,NV,CLARK
A0307805,COUNTRY HILLS MONTESSORI,325 E CENTRAL AVE,SPRINGBORO,OH,WARREN
A0108645,KIDS COUNTRY,3550 OCTAGON DR,MEDINA,OH,MEDINA
A0509255,CHEROKEE CREEK BOYS SCHOOL,198 COOPER RD,WESTMINSTER,SC,OCONEE
K9305669,SHANDON PRESBYTERIAN CHILD DEV CENTER,607 WOODROW ST,COLUMBIA,SC,RICHLAND
K9305637,UNION UMC KINDERGARTEN,7582 WOODROW STREET,IRMO,SC,LEXINGTON
A0303328,GREENBRIER EPISCOPAL SCHOOL,3100 HOUFNAGLE RD,LEWISBURG,WV,GREENBRIER
A0303335,MORGANTOWN LEARNING ACADEMY,123 DISCOVERY PL,MORGANTOWN,WV,MONONGALIA
1514762,ST PAULS LUTHERAN SCHOOL,605 HIGHLAND AVENUE,BROWNSVILLE,WI,DODGE
87944,EDGEWOOD CENTER FOR CHILDREN & FAMILIES,1801 VICENTE ST,SAN FRANCISCO,CA,SAN FRANCISCO
