NAME,ADDRESS,CITY,STATE,COUNTY
KENNEDY JUNIOR HIGH SCHOOL,2929 GREEN TRAILS DR,LISLE,IL,DUPAGE
KENNETH D BAILEY ACADEMY,502 E MAIN ST,DANVILLE,IL,VERMILION
DE DIEGO ELEM COMMUNITY ACADEMY,1313 N CLAREMONT AVE,CHICAGO,IL,COOK
JACKSON MIDDLE SCHOOL,301 W JACKSON ST,VILLA PARK,IL,DUPAGE
FRANKLIN MIDDLE SCHOOL,211 E FRANKLIN ST,WHEATON,IL,DUPAGE
FIELD ELEM SCHOOL,295 N EMROY AVE,ELMHURST,IL,DUPAGE
OAK CREST SCHOOL,38550 N LEWIS AVE,BEACH PARK,IL,LAKE
JOHN S CLARK ELEM SCHOOL,601 BLANCHARD RD,WAUKEGAN,IL,LAKE
GILLESPIE MIDDLE SCHOOL,412 OREGON ST,GILLESPIE,IL,MACOUPIN
CENTRAL ELEM SCHOOL,309 HARTMAN LN,O FALLON,IL,ST. CLAIR
WHITE EAGLE ELEMENTARY,1585 WHITE EAGLE DR,NAPERVILLE,IL,DUPAGE
BENJAMIN FRANKLIN MIDDLE SCHOOL,1200 OUTER PARK DR,SPRINGFIELD,IL,SANGAMON
CARROLLTON GRADE SCHOOL,721 4TH ST,CARROLLTON,IL,GREENE
GALVA JR-SR HIGH SCHOOL,224 MORGAN RD,GALVA,IL,HENRY
CENTRAL CITY ELEM SCHOOL,129 DOUGLAS ST,CENTRALIA,IL,MARION
DUPO JR HIGH SCHOOL,600 LOUISA AVE,DUPO,IL,ST. CLAIR
KIMBALL MIDDLE SCHOOL,451 N MCLEAN BLVD,ELGIN,IL,KANE
LECLAIRE ELEM SCHOOL,801 FRANKLIN AVE,EDWARDSVILLE,IL,MADISON
TAYLOR RIDGE ELEM SCHOOL,13227 TURKEY HOLW,TAYLOR RIDGE,IL,ROCK ISLAND
LINCOLN-DOUGLAS ELEMENTARY SCHOOL,1700 W LAUREL ST,FREEPORT,IL,STEPHENSON
J L HENSEY ELEM SCHOOL,304 E ALMOND DR,WASHINGTON,IL,TAZEWELL
FIELDCREST ELEM SCHOOL,4100 WAGMAN ST,OAK FOREST,IL,COOK
HIGHLAND HIGH SCHOOL,400 BROADWAY,HIGHLAND,IL,MADISON
COLENE HOOSE ELEM SCHOOL,600 GRANDVIEW DR,NORMAL,IL,MCLEAN
ROYALS RSSP MACOMB,341 S JOHNSON ST,MACOMB,IL,MCDONOUGH
RIDGEWOOD COMM HIGH SCHOOL,7500 W MONTROSE AVE,NORRIDGE,IL,COOK
MARION JORDAN ELEM SCHOOL,100 N HARRISON AVE,PALATINE,IL,COOK
WESTVIEW ELEMENTARY SCHOOL,700 OLD WEST VINE ST,CANTON,IL,FULTON
MCCLEERY ELEM SCHOOL,1002 W ILLINOIS AVE,AURORA,IL,KANE
ARGENTA-OREANA HIGH SCHOOL,PO BOX 469,ARGENTA,IL,MACON
SOUTH PRAIRIE ELEMENTARY SCHOOL,820 BORDEN AVE,SYCAMORE,IL,DEKALB
GERMANTOWN HILLS ELEMENTARY SCH,103 WARRIOR WAY,GERMANTOWN HILLS,IL,WOODFORD
LEWISTOWN JR/SR HIGH SCHOOL,15205 N STATE 100HWY,LEWISTOWN,IL,FULTON
AKIN COMM CONS ELEM SCHOOL,21962 AKIN BLACKTOP,AKIN,IL,FRANKLIN
OAKHILL ELEM SCHOOL,502 S OLTENDORF RD,STREAMWOOD,IL,COOK
LAKE CREST ELEM SCHOOL,310 TEETER ST,OAKLAND,IL,COLES
NATHAN HALE MIDDLE SCHOOL,5220 135TH ST,CRESTWOOD,IL,COOK
LOZANO ELEM BILINGUAL & INTL CTR,1501 N GREENVIEW AVE,CHICAGO,IL,COOK
CHUTE MIDDLE SCHOOL,1400 OAKTON ST,EVANSTON,IL,COOK
JORDAN ELEM COMMUNITY SCHOOL,7414 N WOLCOTT AVE,CHICAGO,IL,COOK
BARTON ELEM SCHOOL,7650 S WOLCOTT AVE,CHICAGO,IL,COOK
PROVIDENCE-ENGLEWOOD ELEM CHARTER,6515 S ASHLAND AVE,CHICAGO,IL,COOK
REED-CUSTER PRIMARY SCHOOL,35445 WASHINGTON ST,CUSTER PARK,IL,WILL
RICHMOND INTERMEDIATE SCH,300 S 12TH ST,SAINT CHARLES,IL,KANE
COULTERVILLE JUNIOR HIGH SCHOOL,PO BOX 396,COULTERVILLE,IL,RANDOLPH
TAYLORVILLE SR HIGH SCHOOL,815 W SPRINGFIELD RD,TAYLORVILLE,IL,CHRISTIAN
ORLAND PARK ELEM SCHOOL,9960 W 143RD ST,ORLAND PARK,IL,COOK
CHADWICK JUNIOR HIGH SCHOOL,19 SCHOOL ST,CHADWICK,IL,CARROLL
BOURBONNAIS UPPER GRADE CENTER,200 W JOHN CASEY RD,BOURBONNAIS,IL,KANKAKEE
GLENVIEW MIDDLE SCHOOL,3100 7TH ST,EAST MOLINE,IL,ROCK ISLAND
J L BUFORD INTERMEDIATE ED CTR,623 S 34TH ST,MOUNT VERNON,IL,JEFFERSON
ALBERS ELEM SCHOOL,PO BOX 104,ALBERS,IL,CLINTON
OAKWOOD HIGH SCHOOL,5870 US ROUTE 150,FITHIAN,IL,VERMILION
MONTMORENCY CCSD #145,9415 HOOVER RD,ROCK FALLS,IL,WHITESIDE
DISNEY II MAGNET HS,3900 N LAWNDALE AVE,CHICAGO,IL,COOK
JERLING JUNIOR HIGH SCHOOL,8851 W 151ST ST,ORLAND PARK,IL,COOK
PROJECT ECHO,PO BOX 238,JOHNSTON CITY,IL,WILLIAMSON
ORANGEVILLE JR HIGH SCHOOL,201 S ORANGE ST,ORANGEVILLE,IL,STEPHENSON
HAUGAN ELEM SCHOOL,4540 N HAMLIN AVE,CHICAGO,IL,COOK
CENTRAL SCHOOL PROGRAM,355 E CHICAGO ST,ELGIN,IL,KANE
LINCOLN ELEM SCHOOL,PO BOX 377,PANA,IL,CHRISTIAN
GILLESPIE ELEM SCHOOL,9301 S STATE ST,CHICAGO,IL,COOK
CENTENNIAL HIGH SCHOOL,913 CRESCENT DR,CHAMPAIGN,IL,CHAMPAIGN
LA HARPE JUNIOR HIGH SCHOOL,404 W MAIN ST,LA HARPE,IL,HANCOCK
MATHERVILLE INTERMEDIATE SCHOOL,PO BOX 639,MATHERVILLE,IL,MERCER
ZADOK CASEY MIDDLE SCHOOL,1829 BROADWAY ST,MOUNT VERNON,IL,JEFFERSON
PINCKNEYVILLE COMM HIGH SCHOOL,600 E WATER ST,PINCKNEYVILLE,IL,PERRY
ANNA JUNIOR HIGH SCHOOL,301 S GREEN ST,ANNA,IL,UNION
CAPRON ELEM SCHOOL,200 N WOOSTER ST,CAPRON,IL,BOONE
JACKSONVILLE MIDDLE SCHOOL,664 LINCOLN AVE,JACKSONVILLE,IL,MORGAN
COLUMBUS WEST ELEMENTARY SCHOOL,5425 W 31ST ST,CICERO,IL,COOK
BONFIELD GRADE SCHOOL,522 E SMITH ST,BONFIELD,IL,KANKAKEE
HAMILTON COUNTY PRESCHOOL CENTER,204 W CHERRY ST,MC LEANSBORO,IL,HAMILTON
WESTVILLE JR HIGH SCHOOL,412 MOSES AVE,WESTVILLE,IL,VERMILION
PICKARD ELEM SCHOOL,2301 W 21ST PL,CHICAGO,IL,COOK
MARTIN ELEMENTARY SCHOOL,10920 REED RD,LAKE IN THE HILLS,IL,MCHENRY
NORTH-GRAND HIGH SCHOOL,4338 W WABANSIA AVE,CHICAGO,IL,COOK
HORIZON ELEM SCHOOL,1701 GREENBROOK BLVD,HANOVER PARK,IL,DUPAGE
WILLOWBROOK MIDDLE SCHOOL,6605 PRAIRIE HILL RD,SOUTH BELOIT,IL,WINNEBAGO
GEN GEORGE PATTON ELEM SCHOOL,13700 S STEWART AVE,RIVERDALE,IL,COOK
WEST 40 REG SAFE SCH MIDDLE PRG,605 N HILLSIDE AVE,HILLSIDE,IL,COOK
H H CONRADY JR HIGH SCHOOL,7950 W 97TH ST,HICKORY HILLS,IL,COOK
THREE OAKS SCHOOL,1514 3 OAKS RD,CARY,IL,MCHENRY
NORTH WARD ELEMENTARY SCHOOL,1201 N PRAIRIE ST,TUSCOLA,IL,DOUGLAS
KANSAS ELEM SCHOOL,310 S FRONT,KANSAS,IL,EDGAR
JEFFERSON ELEM SCHOOL,800 4TH AVE,DIXON,IL,LEE
UNION ELEMENTARY SCHOOL,1661 CHERRY HILL RD,JOLIET,IL,WILL
NEW BEGINNINGS LEARNING ACADEMY,15703 CLYDE AVE,SOUTH HOLLAND,IL,COOK
SOUTHWOOD MIDDLE SCHOOL,18635 LEE ST,COUNTRY CLUB HILL,IL,COOK
HOMEWOOD-FLOSSMOOR HIGH SCHOOL,999 KEDZIE AVE,FLOSSMOOR,IL,COOK
V I T SR HIGH SCHOOL,1500 US HWY 136,TABLE GROVE,IL,FULTON
ARCOLA ELEMENTARY SCHOOL,351 W WASHINGTON ST,ARCOLA,IL,DOUGLAS
ALEX M MARTINO JR HIGH SCHOOL,731 E JOLIET HWY,NEW LENOX,IL,WILL
FRANCES WILLARD ELEM SCHOOL,2503 9TH ST,ROCK ISLAND,IL,ROCK ISLAND
WOODRUFF CAREER & TECH CENTER,1800 NE PERRY AVE,PEORIA,IL,PEORIA
NILES NORTH HIGH SCHOOL,9800 LAWLER AVE,SKOKIE,IL,COOK
ROMONA ELEM SCHOOL,600 ROMONA RD,WILMETTE,IL,COOK
WOLF RIDGE EDUCATION CENTER,700 W ORANGE ST,BUNKER HILL,IL,MACOUPIN
ELM MIDDLE SCHOOL,7607 W CORTLAND ST,ELMWOOD PARK,IL,COOK
LESTER CRAWL PRIMARY CTR,18300 GREENBAY AVE,LANSING,IL,COOK
BERNARD W FLINN MIDDLE SCHOOL,2525 OHIO PKWY,ROCKFORD,IL,WINNEBAGO
MEEHAN ELEMENTARY SCHOOL,1401 E 6TH ST,BELVIDERE,IL,BOONE
ROBERT CLOW ELEM SCH,1301 SPRINGDALE CIR,NAPERVILLE,IL,WILL
LINDBLOM MATH & SCIENCE ACAD HS,6130 S WOLCOTT AVE,CHICAGO,IL,COOK
CEDAR RIDGE ELEM SCHOOL,2808 BREEZEWOOD BLVD,BLOOMINGTON,IL,MCLEAN
ROBINA LYLE ELEMENTARY SCHOOL,7801 W 75TH ST,BRIDGEVIEW,IL,COOK
GRANDE PARK ELEM SCH,26933 W GRANDE PARK,PLAINFIELD,IL,KENDALL
SOUTHEASTERN JR/SR HIGH SCHOOL,90 W GREEN ST,AUGUSTA,IL,HANCOCK
ASHE ELEM SCHOOL,8505 S INGLESIDE AVE,CHICAGO,IL,COOK
THOMAS JEFFERSON MIDDLE SCHOOL,600 S LEWIS AVE,WAUKEGAN,IL,LAKE
HANOVER COUNTRYSIDE ELEM SCHOOL,6 S BARTLETT RD,STREAMWOOD,IL,COOK
SOUTH PARK ELEM SCHOOL,1421 HACKBERRY RD,DEERFIELD,IL,LAKE
SWARD ELEM SCHOOL,9830 BRANDT AVE,OAK LAWN,IL,COOK
STEVENSON SCHOOL,18W331 15TH ST,LOMBARD,IL,DUPAGE
VIENNA HIGH SCHOOL,601 N 1ST ST,VIENNA,IL,JOHNSON
OGLESBY ELEM SCHOOL,7646 S GREEN ST,CHICAGO,IL,COOK
CANTRALL INTERMEDIATE SCHOOL,155 CLAYPOOL ST,CANTRALL,IL,SANGAMON
BENT ELEM SCHOOL,904 N ROOSEVELT AVE,BLOOMINGTON,IL,MCLEAN
CRAB ORCHARD ELEMENTARY SCHOOL,19189 BAILEY ST,MARION,IL,WILLIAMSON
MOULTON ELEMENTARY SCHOOL,1101 W NORTH 6TH ST,SHELBYVILLE,IL,SHELBY
M J CUNNINGHAM ELEM SCH,500 MORAN ST,JOLIET,IL,WILL
JOPLIN ELEM SCHOOL,7931 S HONORE ST,CHICAGO,IL,COOK
JOHN NELSON ELEM SCHOOL,623 15TH ST,ROCKFORD,IL,WINNEBAGO
ROLLING GREEN,3615 W GATE PKWY,ROCKFORD,IL,WINNEBAGO
REINBERG ELEM SCHOOL,3425 N MAJOR AVE,CHICAGO,IL,COOK
CHATHAM ELEM SCHOOL,525 S COLLEGE ST,CHATHAM,IL,SANGAMON
COLONA GRADE SCHOOL,700 1ST ST,COLONA,IL,HENRY
APTAKISIC JUNIOR HIGH SCHOOL,1231 WEILAND RD,BUFFALO GROVE,IL,LAKE
MCKINLEY ELEM SCHOOL,3317 BUTTERFIELD RD,BELLWOOD,IL,COOK
LAKEVIEW SCHOOL,2200 BETHESDA BLVD,ZION,IL,LAKE
HASKELL ELEMENTARY SCHOOL,515 MAPLE ST,ROCKFORD,IL,WINNEBAGO
CASALS ELEM SCHOOL,3501 W POTOMAC AVE,CHICAGO,IL,COOK
DODGE ELEM SCHOOL,431 N TROY ST,CHICAGO,IL,COOK
SPOON RIVER VALLEY JR HIGH SCH,35265 N IL ROUTE 97,LONDON MILLS,IL,FULTON
BRIDGEPORT GRADE SCHOOL,1300 N MAIN ST,BRIDGEPORT,IL,LAWRENCE
SALT CREEK ELEM SCHOOL,65 JF KENNEDY BLVD,ELK GROVE VILLAGE,IL,COOK
SENN HIGH SCHOOL,5900 N GLENWOOD AVE,CHICAGO,IL,COOK
SETH PAINE ELEM SCHOOL,50 MILLER RD,HAWTHORN WOODS,IL,LAKE
WALTONVILLE GRADE SCHOOL,802 W KNOB ST,WALTONVILLE,IL,JEFFERSON
MOUNT VERNON ELEM SCHOOL,10540 S MORGAN ST,CHICAGO,IL,COOK
AUSTIN COLLEGE AND CAREER ACAD HS,231 N PINE AVE,CHICAGO,IL,COOK
SMITH W ELEM SCHOOL,744 E 103RD ST,CHICAGO,IL,COOK
JUDITH GIACOMA ELEM SCHOOL,200 S WALNUT,WESTVILLE,IL,VERMILION
THOMASBORO GRADE SCHOOL,201 N PHILLIPS ST,THOMASBORO,IL,CHAMPAIGN
ALDEN-HEBRON MIDDLE SCHOOL,9604 ILLINOIS ST,HEBRON,IL,MCHENRY
ANN REID EARLY CHILDHOOD CENTER,1011 S NAPER BLVD,NAPERVILLE,IL,DUPAGE
EL SIERRA ELEM SCHOOL,6835 FAIRMOUNT AVE,DOWNERS GROVE,IL,DUPAGE
ST LIBORY ELEM SCHOOL,PO BOX 323,SAINT LIBORY,IL,ST. CLAIR
GARY D WRIGHT ELEM SCH,1500 KETCHUM RD,HAMPSHIRE,IL,KANE
DWIGHT COMMON SCHOOL,801 S COLUMBIA ST,DWIGHT,IL,LIVINGSTON
NUTTALL MIDDLE SCHOOL,400 W RUSTIC ST,ROBINSON,IL,CRAWFORD
BENJAMIN FRANKLIN ELEM SCHOOL,2440 N SUMMIT AVE,DECATUR,IL,MACON
FOREST ROAD ELEM SCHOOL,901 FOREST RD,LA GRANGE PARK,IL,COOK
RIDDLE ELEMENTARY SCHOOL,4201 WESTERN AVE,MATTOON,IL,COLES
C F SIMMONS MIDDLE SCHOOL,1130 SHEFFER RD,AURORA,IL,KANE
LINCOLN ELEM SCHOOL,1110 W MAIN ST,OTTAWA,IL,LASALLE
CHANNING MEMORIAL ELEM SCHOOL,63 S CHANNING ST,ELGIN,IL,KANE
EARL H HANSON ELEM SCHOOL,4000 9TH ST,ROCK ISLAND,IL,ROCK ISLAND
LEWIS-CLARK JR HIGH SCHOOL,501 E LORENA AVE,WOOD RIVER,IL,MADISON
GRANDE RESERVE ELEM SCH,3142 GRANDE TRL,YORKVILLE,IL,KENDALL
WHITE HEATH ELEM SCHOOL,300 W HIGH ST,WHITE HEATH,IL,PIATT
IVY HILL ELEM SCHOOL,2211 N BURKE DR,ARLINGTON HEIGHTS,IL,COOK
JOSEPH ARTHUR MIDDLE SCHOOL,160 ST ELLEN MINE RD,O FALLON,IL,ST. CLAIR
WASHINGTON INTERMEDIATE SCHOOL,501 WASHINGTON ST,PEKIN,IL,TAZEWELL
TAFT GRADE SCHOOL,1605 S WASHINGTON ST,LOCKPORT,IL,WILL
MARION HIGH SCHOOL,1501 S CARBON ST,MARION,IL,WILLIAMSON
DUNBAR VOCATIONAL CAREER ACAD HS,3000 S KING DR,CHICAGO,IL,COOK
MOSSVILLE ELEMENTARY SCHOOL,PO BOX 178,MOSSVILLE,IL,PEORIA
MANUAL ACADEMY,811 S GRISWOLD ST,PEORIA,IL,PEORIA
CROSBY ELEM SCH,401 HERELEY DR,HARVARD,IL,MCHENRY
WILLIAMSFIELD ELEM SCHOOL,325 W KENTUCKY AVE,WILLIAMSFIELD,IL,KNOX
MALTA ELEMENTARY SCHOOL,5068 IL ROUTE 38,MALTA,IL,DEKALB
ROMEOVILLE HIGH SCHOOL,100 N INDEPENDENCE,ROMEOVILLE,IL,WILL
BLACKHAWK ELEM SCHOOL,1401 S BLACKHAWK AVE,FREEPORT,IL,STEPHENSON
FREEBURG COMMUNITY HIGH SCH,401 S MONROE ST,FREEBURG,IL,ST. CLAIR
ILES ELEM SCHOOL,1700 S 15TH ST,SPRINGFIELD,IL,SANGAMON
MIDWEST CENTRAL MIDDLE SCHOOL,121 N CHURCH ST,GREEN VALLEY,IL,TAZEWELL
KERKSTRA ELEM SCHOOL,14950 LARAMIE AVE,OAK FOREST,IL,COOK
GCMS HIGH SCHOOL,815 N CHURCH ST,GIBSON CITY,IL,FORD
GRAHAM A ELEM SCHOOL,4436 S UNION AVE,CHICAGO,IL,COOK
SOUTH CENTRAL MIDDLE SCHOOL,PO BOX 40,KINMUNDY,IL,MARION
FREDERICK SCHOOL,595 FREDERICK RD,GRAYSLAKE,IL,LAKE
SCULLEN MIDDLE SCHOOL,2815 MISTFLOWER LN,NAPERVILLE,IL,WILL
KANSAS HIGH SCHOOL,310 S FRONT ST,KANSAS,IL,EDGAR
WARREN PARK SCHOOL,1225 S 60TH CT,CICERO,IL,COOK
PROJECT INDIAN,101 W WAPELLA ST,MINOOKA,IL,GRUNDY
ROE 53 SAFE SCHOOL,107 RIVERVIEW DR,CREVE COEUR,IL,TAZEWELL
RICE CHILDRENS CENTER,1101 WASHINGTON ST,EVANSTON,IL,COOK
RIDGEVIEW ELEMENTARY SCHOOL,3903 W RIDGEVIEW DR,PEORIA,IL,PEORIA
RIVER VIEW ELEMENTARY SCHOOL,2097 S BRONK RD,PLAINFIELD,IL,WILL
SANDRIDGE ELEM SCHOOL,2950 GLENWOOD-DYER,LYNWOOD,IL,COOK
DIETERICH ELEM SCHOOL,PO BOX 187,DIETERICH,IL,EFFINGHAM
OWEN MARSH ELEM SCHOOL,1100 AVON DR,SPRINGFIELD,IL,SANGAMON
EVERGREEN ACADEMY,6506 NATIONAL ST,UNION,IL,MCHENRY
THORNWOOD HIGH SCHOOL,17101 S PARK AVE,SOUTH HOLLAND,IL,COOK
WINCHESTER HIGH SCHOOL,200 W CROSS ST,WINCHESTER,IL,SCOTT
ERICKSON ELEMENTARY SCHOOL,277 SPRINGFIELD DR,BLOOMINGDALE,IL,DUPAGE
IRVING ELEMENTARY SCHOOL,602 W JACKSON ST,BLOOMINGTON,IL,MCLEAN
MORTON ALTERNATIVE SCHOOLS,1874 S 54TH AVE,CICERO,IL,COOK
THOMAS EARLY CHILDHOOD CENTER,3625 S HOYNE AVE,CHICAGO,IL,COOK
KELLAR SCHOOL,14123 S LYDIA AVE,ROBBINS,IL,COOK
CYD LASH ACADEMY,18042 W GAGES LAKE,GAGES LAKE,IL,LAKE
ARGENTA-OREANA ELEMENTARY SCHOOL,400 W SOUTH ST,OREANA,IL,MACON
WARSAW ELEM SCHOOL,340 S 11TH ST,WARSAW,IL,HANCOCK
FORT DEARBORN ELEM SCHOOL,9025 S THROOP ST,CHICAGO,IL,COOK
MITCHELL ELEM SCHOOL,2233 W OHIO ST,CHICAGO,IL,COOK
NETTELHORST ELEM SCHOOL,3252 N BROADWAY ST,CHICAGO,IL,COOK
PEIRCE ELEM INTL STUDIES SCHOOL,1423 W BRYN MAWR AVE,CHICAGO,IL,COOK
HUFF ELEM SCHOOL,801 HASTINGS ST,ELGIN,IL,COOK
FRANKLIN ELEMENTARY SCHOOL,14701 CHICAGO RD,DOLTON,IL,COOK
DR BESSIE RHODES-GLOBAL STUDIES,3701 DAVIS ST,SKOKIE,IL,COOK
LINCOLN ACADEMY,320 LINCOLN ST,ROSELLE,IL,DUPAGE
TIOGA ELEMENTARY SCHOOL,212 W MEMORIAL RD,BENSENVILLE,IL,DUPAGE
JOHN E ALBRIGHT MIDDLE SCHOOL,1110 S VILLA AVE,VILLA PARK,IL,DUPAGE
MARK TWAIN ELEM SCHOOL,9401 N HAMLIN AVE,NILES,IL,COOK
SALT SCHOOL,50 W INDUSTRIAL DR,KANKAKEE,IL,KANKAKEE
WOODLAWN MIDDLE SCHOOL,6362 GILMER RD,LONG GROVE,IL,LAKE
UNIV OF CHICAGO CHARTER SCHOOLS,1313 E 60TH ST,CHICAGO,IL,COOK
ROE20 LEARNING ALTERNATIVE BRANCH,305 N POWELL ST,NORRIS CITY,IL,WHITE
TRISTAR ACAD SAFE SCH PROGRAM,900 W EDGAR AVE,EFFINGHAM,IL,EFFINGHAM
MAROA-FORSYTH GRADE SCHOOL,PO BOX 738,MAROA,IL,MACON
RICHMOND-BURTON HIGH SCHOOL,8311 IL ROUTE 31,RICHMOND,IL,MCHENRY
KASKASKIA EDUCATION CENTER,2100 E CALUMET ST,CENTRALIA,IL,MARION
CENTRAL HIGH SCHOOL,PO BOX 68,BURLINGTON,IL,KANE
CARLOCK ELEM SCHOOL,301 W WASHINGTON ST,CARLOCK,IL,MCLEAN
CHESTERBROOK ACADEMY,1450 QUINCY BRIDGE RD,BARTLETT,IL,DUPAGE
CHESTERBROOK ACADEMY,1571 OSWEGO RD,NAPERVILLE,IL,DUPAGE
CHESTERBROOK ACADEMY,2218 SOUTH ROUTE 59 (AT CATON FARM RD),PLAINFIELD,IL,WILL
BEACON HILL PREP ACADEMY,16511 S. PARK AVE.,SOUTH HOLLAND,IL,COOK
MEHER MONTESSORI ACADEMY,1272 BOND ST STE 108,NAPERVILLE,IL,DUPAGE
ST COLETTA'S OF ILLINOIS,18350 CROSSING DR,TINLEY PARK,IL,WILL
ST JOHN BERCHMANS SCHOOL,2511 W. LOGAN BLVD.,CHICAGO,IL,COOK
ST JOHN LUTHERAN,220 S LINCOLN AVE,LOMBARD,IL,DUPAGE
ST JOHN LUTHERAN,4231,COUNTRY CLUB HILLS,IL,COOK
ST JOSEPH ACADEMY,310 N OTTAWA ST,JOLIET,IL,WILL
TZEMACH TZEDEK SCHOOL,3009 WEST GRANDVILLE,CHICAGO,IL,COOK
UNDER CARREY'S CARE CHILDCARE CENTER,419 W 144TH ST,RIVERDALE,IL,COOK
UNITY CHRISTIAN SCHOOL,100 E COLLEGE ST,ENERGY,IL,WILLIAMSON
VILASECA JOSEPHINE CENTER,351 N CHICAGO ST,JOLIET,IL,WILL
VILLAGE CHILDREN'S ACADEMY,4321 WILMETTE AVE,ROLLING MEADOWS,IL,COOK
WEST TOWN ACADEMY,534 N SACRAMENTO BLVD,CHICAGO,IL,COOK
YESHIVA NETZACH ELIYAHU,3050 W TOUHY AVE,CHICAGO,IL,COOK
YOUTHBUILD ACADEMY,360 WYLIE DR STE 905,NORMAL,IL,MCLEAN
ST FABIAN'S EDUCATIONAL CENTER,7450 W 83RD ST,BRIDGEVIEW,IL,COOK
MONTESSORI ACADEMY OF CHICAGO,1335 W. RANDOLPH ST.,CHICAGO,IL,COOK
THE SOUTH SIDE SCHOOL,1220 W LEXINGTON ST,CHICAGO,IL,COOK
PUITAK CHRISTIAN SCHOOL,2301 S WENTWORTH AVE,CHICAGO,IL,COOK
CHRISTIAN S T E M SCHOLARS,9406 S PERRY AVE,CHICAGO,IL,COOK
CHICAGO WALDORF SCHOOL,1300 W. LOYOLA AVE,CHICAGO,IL,COOK
NEW LIFE CHRISTIAN ACADEMY,5335 W LE MOYNE ST,CHICAGO,IL,COOK
ST BEDE-VENERABLE SCHOOL,4440 W 83RD ST,CHICAGO,IL,COOK
ST MONICA'S ACADAME,5115 N MONT CLAIRE AVE,CHICAGO,IL,COOK
BENNETT DAY SCHOOL,657 W FULTON ST,CHICAGO,IL,COOK
CORPUS CHRISTY CATHOLIC SCHOOL,1909 E LINCOLN ST,BLOOMINGTON,IL,MCLEAN
MIDWEST CHRISTIAN ACADEMY,2905 GILL ST # A,BLOOMINGTON,IL,MCLEAN
MONTESSORI CHILDREN'S HOUSE,4147 SANDHILL RD,SPRINGFIELD,IL,SANGAMON
A-KARRASEL ACADEMY,7801 W GRAND AVE,ELMWOOD PARK,IL,COOK
AAA ACADEMY,13801 CHATHAM ST,BLUE ISLAND,IL,COOK
ALTUS ACADEMY,751 S SACRAMENTO BLVD,CHICAGO,IL,COOK
AMERICAN SCHOOL,2200 E 170TH ST,LANSING,IL,COOK
BANNER ACADEMY WEST,819 N LEAMINGTON AVE STE 1,CHICAGO,IL,COOK
BEACON ACADEMY,622 DAVIS ST FL 1,EVANSTON,IL,COOK
BRIGHT HORIZONS,21955 W FIELD PKWY,DEER PARK,IL,LAKE
BRIGHT HORIZONS,1 CORPORATE DR,LAKE ZURICH,IL,LAKE
BRIGHT HORIZONS,1020 S HUNT CLUB DR,MOUNT PROSPECT,IL,COOK
CAMELOT OF OAK PARK,6525 NORTH AVE,OAK PARK,IL,COOK
CARRIERS OF LIGHT,900 E GENEVA RD,GLENDALE HEIGHTS,IL,DUPAGE
CDW AT PLAY CHILD CARE CENTER,165 LAKEVIEW PKWY,VERNON HILLS,IL,LAKE
CHANCE AFTER CHANCE COLLEGE PREPARATORY,305 N CICERO AVE,CHICAGO,IL,COOK
CHESTERBROOK ACADEMY,600 COURTYARD DR,SAINT CHARLES,IL,KANE
CHESTERBROOK ACADEMY,2218 S ROUTE 59,PLAINFIELD,IL,WILL
CHICAGO WEST SIDE CHRISTIAN SCHOOL,1240 S PULASKI RD,CHICAGO,IL,COOK
JTC BOYS ACADEMY,353 N 88TH ST HWY 157,CENTREVILLE,IL,ST. CLAIR
THE CHILDRENS PLACE LEARNING ACADEMY,2591 SAUK TRAIL,SAUK VILLAGE,IL,COOK
CHRISTIAN CORNER CHILDREN'S CENTER,1600 W SCHAUMBURG RD,SCHAUMBURG,IL,COOK
DBA CITY GARDEN WALDORF SCHOOL,920 W 19TH ST,CHICAGO,IL,COOK
QUEST ACADEMY,500 N BENTON ST,PALATINE,IL,COOK
CREATIVE WORLD PLAINFIELD,24860 W 127TH ST,PLAINFIELD,IL,WILL
FAMILY LIFE CHILD DEVELOPMENT CENTER,15924 S PARK AVE,SOUTH HOLLAND,IL,COOK
FIELDS LAB ACADEMY,721 E PIPER ST,MACOMB,IL,MCDONOUGH
FRANCES XAVIER WARDE SCHOOL,120 S DESPLAINES ST,CHICAGO,IL,COOK
GERMAN INTERNATIONAL SCHOOL CHICAGO,1447 W MONTROSE AVE,CHICAGO,IL,COOK
GERTRUGE B NIELSEN CHILD CARE & LEARNING  CTR,3835 WILLOW RD,NORTHBROOK,IL,COOK
GLENOAKS THERAPEUTIC DAY SCHOOLS,135 N BRANDON DR,GLENDALE HEIGHTS,IL,DUPAGE
GLENWOOD SCHOOL,18700 S HALSTED ST,GLENWOOD,IL,COOK
GOD'S LITTLE SUGARS NURSERY & KDGN SCHOOL,30 E 159TH ST STE 4 UNIT AB C D AND,HARVEY,IL,COOK
GODDARD SCHOOL,92 STRATFORD DR,BLOOMINGDALE,IL,DUPAGE
GRACE CHRISTIAN ONLINE ACADEMY,747 18TH AVE,EAST MOLINE,IL,ROCK ISLAND
GRACE CHRISTIAN SCHOOL,1314 E INDIANA AVE,PONTIAC,IL,LIVINGSTON
JTA SCHOOLS,80 W HARRISON ST,CHICAGO,IL,COOK
JTC ACADEMY,4850 MARKET ST,CENTREVILLE,IL,ST. CLAIR
